"","subject","sex_response","age_response","Comp_pn","Comp_gb","Warm_pn","Warm_gb","expComp","expWarm","valExplicit","steIAT","steIATodd","steIATeven","valIAT","valIATodd","valIATeven","sblock_order","block_order","warm_s","comp_s","stExplicit","warm_s1","comp_s1","stExplicit1","condition","mem_c_response","mem_w_response","ok","finish","finishok","nrspexp","expok","nrspiat","iatok"
"101",254,"male",46,2,2,3,3,2,3,1,-0.3791,-0.2457,-0.4939,0.8205,0.8167,0.8244,"compf","incompf",4,2,3,0,-2,-1,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"102",257,"female",22,-3,-3,3,3,-3,3,6,0.2004,-0.0407,0.4309,0.8505,0.9847,0.8108,"compf","compf",1,6,3.5,-3,2,-0.5,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"103",258,"female",30,2,2,4,4,2,4,2,-0.3915,-0.2833,-0.5933,0.4477,0.4897,0.4283,"compf","incompf",4,4,4,0,0,0,"niff_w","I don’t remember","I don’t remember",1,1,TRUE,2,TRUE,2,TRUE
"104",263,"female",57,4,4,4,4,4,4,0,-1.4735,-1.5347,-1.3979,1.0945,0.9991,1.2225,"incompf","compf",1,2,1.5,-3,-2,-2.5,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"105",265,"female",46,4,4,4,4,4,4,0,-0.5749,-0.4511,-0.7213,-0.112,0.2776,-0.4428,"compf","compf",7,7,7,3,3,3,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"106",268,"female",40,1,0,4,4,0.5,4,3.5,-0.0011,0.0896,-0.0841,0.8925,1.0145,0.7618,"incompf","incompf",7,5,6,3,1,2,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"107",269,"male",47,3,3,3,3,3,3,0,-0.1446,-0.2755,-0.0678,0.2849,0.556,-0.1546,"compf","compf",6,6,6,2,2,2,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"108",271,"female",33,3,2,4,4,2.5,4,1.5,-1.0951,-1.1298,-1.1346,0.7,0.6844,0.6974,"incompf","compf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"109",273,"male",20,2,2,4,4,2,4,2,-0.9153,-0.6985,-1.0922,0.5689,0.9848,0.5372,"compf","compf",4,4,4,0,0,0,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"110",274,"female",18,1,1,2,2,1,2,1,-0.0021,0.1004,-0.1706,0.8024,0.55,1.0246,"compf","incompf",6,6,6,2,2,2,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"111",275,"male",34,3,3,3,3,3,3,0,-0.2048,-0.4059,0.0214,0.1732,0.4317,0.0027,"incompf","compf",4,4,4,0,0,0,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"112",277,"female",37,3,3,4,4,3,4,1,-0.6693,-0.6355,-0.8235,0.7324,0.7886,0.6971,"compf","compf",3,3,3,-1,-1,-1,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"113",279,"female",27,2,2,4,4,2,4,2,-0.5242,-0.5399,-0.5171,0.7718,0.8323,0.7185,"incompf","compf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"114",280,"female",63,2,3,3,3,2.5,3,0.5,-0.5748,-0.4251,-0.7026,0.7287,0.9906,0.4916,"incompf","incompf",4,4,4,0,0,0,"luup_w","I don’t remember","I don’t remember",1,1,TRUE,2,TRUE,2,TRUE
"115",282,"female",29,4,4,4,4,4,4,0,-0.8483,-1.0476,-0.636,0.3172,-0.3767,0.7504,"compf","incompf",4,7,5.5,0,3,1.5,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"116",283,"female",23,4,4,4,4,4,4,0,0.9788,0.7987,1.2063,0.5516,0.5451,0.5503,"incompf","compf",7,7,7,3,3,3,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"117",285,"male",30,4,4,3,3,4,3,-1,-0.2813,-0.4625,-0.1761,0.7244,0.7566,0.73,"compf","compf",4,3,3.5,0,-1,-0.5,"luup_w","they were paired with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"118",286,"male",18,3,3,3,3,3,3,0,-0.3526,-0.569,-0.0644,0.5836,0.7108,0.5117,"compf","incompf",2,2,2,-2,-2,-2,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"119",287,"male",20,2,4,3,3,3,3,0,-0.6212,-0.3584,-0.9848,0.2277,0.259,0.2147,"incompf","compf",1,2,1.5,-3,-2,-2.5,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"120",292,"male",50,3,3,3,3,3,3,0,-0.552,-0.8258,-0.2328,0.6806,0.6986,0.6867,"incompf","incompf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"121",294,"female",20,-2,-2,3,2,-2,2.5,4.5,-0.0227,-0.2005,0.1856,0.5211,0.4148,0.7703,"compf","incompf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"122",295,"male",24,3,3,3,3,3,3,0,-0.6851,-0.6166,-0.8095,-0.3545,-0.3781,-0.3682,"incompf","compf",2,2,2,-2,-2,-2,"luup_w","they were paired with Niffites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"123",297,"male",27,3,3,3,3,3,3,0,0.4977,0.6238,0.3475,0.4552,0.4321,0.6831,"compf","compf",6,6,6,2,2,2,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"124",299,"male",33,3,3,2,2,3,2,-1,-0.0846,0.1028,-0.3504,0.0457,-0.2403,0.2073,"incompf","compf",5,5,5,1,1,1,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"125",301,"male",25,4,4,2,2,4,2,-2,0.2812,0.2927,0.2958,0.1725,0.1052,0.2175,"compf","compf",6,6,6,2,2,2,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"126",302,"female",40,4,4,4,4,4,4,0,-1.3055,-1.2364,-1.3813,0.9392,0.9127,0.9616,"compf","incompf",2,4,3,-2,0,-1,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"127",305,"male",21,4,4,4,4,4,4,0,-0.4002,-0.3158,-0.514,0.2317,-0.0757,0.633,"compf","compf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"128",309,"male",31,2,2,2,2,2,2,0,-0.2445,-0.1941,-0.2597,-0.5193,-0.2233,-0.9171,"compf","compf",3,4,3.5,-1,0,-0.5,"luup_w","I don’t remember","I don’t remember",1,1,TRUE,2,TRUE,2,TRUE
"129",310,"male",23,1,-1,3,3,0,3,3,0.0193,0.0529,-0.0632,0.5069,0.6551,0.3737,"compf","incompf",4,4,4,0,0,0,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"130",311,"female",29,4,4,3,3,4,3,-1,-0.1061,0.0236,-0.2216,1.0292,1.0792,0.9672,"incompf","compf",2,1,1.5,-2,-3,-2.5,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"131",312,"male",35,3,3,0,1,3,0.5,-2.5,-0.8581,-0.9361,-0.8625,0.4674,0.6675,0.3409,"incompf","incompf",2,2,2,-2,-2,-2,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"132",315,"male",20,2,2,3,3,2,3,1,0.2941,0.3044,0.3074,0.4914,0.3431,0.7222,"incompf","compf",6,5,5.5,2,1,1.5,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"133",316,"male",20,3,4,3,4,3.5,3.5,0,-0.6732,-0.89,-0.4745,0.3462,0.6952,0.0254,"incompf","incompf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names and with Luupites names","I don’t remember",1,1,TRUE,2,TRUE,2,TRUE
"134",319,"female",22,3,3,3,3,3,3,0,-0.3438,-0.3503,-0.4007,0.8502,0.9108,0.8975,"incompf","compf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"135",320,"female",63,4,4,4,4,4,4,0,-0.3399,-0.6211,-0.6158,0.773,0.679,0.9589,"incompf","incompf",4,4,4,0,0,0,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"136",321,"female",48,3,3,3,3,3,3,0,0.8746,1.0462,0.8574,0.1759,0.3315,0.3297,"compf","compf",6,6,6,2,2,2,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"137",322,"female",37,-2,-2,2,2,-2,2,4,-0.0537,-0.2409,0.1088,0.4676,0.3391,0.5664,"compf","incompf",3,3,3,-1,-1,-1,"niff_w","I don’t remember","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"138",324,"female",28,0,0,1,2,0,1.5,1.5,-0.4619,-0.6327,-0.322,1.0479,0.8458,1.2439,"incompf","incompf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"139",326,"female",43,2,2,4,4,2,4,2,-0.2844,-0.2377,-0.3495,0.7103,0.7048,0.779,"compf","incompf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"140",329,"female",21,1,2,4,3,1.5,3.5,2,-0.1414,0.0219,-0.3237,0.7311,0.672,0.8453,"compf","compf",6,6,6,2,2,2,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"141",330,"female",40,4,4,4,4,4,4,0,0.8301,1.0018,0.7639,0.342,-0.1687,0.726,"compf","incompf",7,7,7,3,3,3,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"142",331,"male",21,4,4,3,4,4,3.5,-0.5,-0.5634,-0.4747,-0.6777,0.9557,1.123,0.7564,"incompf","compf",2,1,1.5,-2,-3,-2.5,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"143",333,"male",44,4,4,2,3,4,2.5,-1.5,-0.674,-0.6038,-0.7427,0.075,0.036,0.0964,"compf","compf",4,4,4,0,0,0,"luup_w","they were paired with Niffites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"144",334,"female",57,4,4,4,4,4,4,0,-0.0947,0.1702,-0.4235,0.6722,0.4243,0.9333,"compf","incompf",5,5,5,1,1,1,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"145",344,"male",38,3,3,4,4,3,4,1,-0.7392,-0.7817,-0.7219,0.5,0.7513,0.3606,"incompf","incompf",2,2,2,-2,-2,-2,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"146",345,"female",21,3,3,4,4,3,4,1,-0.0579,-0.3438,0.2571,0.994,1.0947,0.9103,"compf","compf",7,7,7,3,3,3,"niff_w","I don’t remember","I don’t remember",1,1,TRUE,2,TRUE,2,TRUE
"147",348,"female",22,3,2,3,3,2.5,3,0.5,0.0093,0.0734,-0.2185,0.7655,0.7557,0.7719,"incompf","incompf",3,5,4,-1,1,0,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"148",349,"male",27,3,3,3,3,3,3,0,-0.5498,-0.3172,-0.6909,1.3419,1.3048,1.3726,"compf","compf",4,4,4,0,0,0,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"149",352,"male",33,3,3,0,0,3,0,-3,0.4874,0.1569,0.7667,-1.0911,-1.2391,-0.9442,"incompf","incompf",4,4,4,0,0,0,"luup_w","I don’t remember","I don’t remember",1,1,TRUE,2,TRUE,2,TRUE
"150",353,"female",24,-2,-2,3,3,-2,3,5,-0.1817,0.1361,-0.4841,0.8944,1.0871,0.6693,"compf","compf",5,5,5,1,1,1,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"151",357,"male",21,4,4,3,3,4,3,-1,0.8784,0.6492,1.0781,0.3856,0.3357,0.4575,"compf","compf",4,7,5.5,0,3,1.5,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"152",360,"male",38,4,4,4,4,4,4,0,0.3317,0.3632,0.1785,0.177,0.1567,0.2447,"incompf","incompf",7,2,4.5,3,-2,0.5,"luup_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"153",361,"female",21,4,4,4,4,4,4,0,0.6751,0.599,0.923,0.2336,0.4457,0.1815,"compf","compf",2,2,2,-2,-2,-2,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"154",362,"female",42,3,3,3,3,3,3,0,-0.5094,-0.6378,-0.4449,0.4695,0.2862,0.642,"compf","incompf",2,2,2,-2,-2,-2,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"155",363,"female",29,3,4,4,4,3.5,4,0.5,-0.6332,-0.8805,-0.4224,0.3909,0.4699,0.3916,"incompf","compf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"156",366,"male",33,0,3,3,3,1.5,3,1.5,-0.912,-0.7203,-1.1281,0.9121,0.9403,0.8782,"compf","incompf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"157",367,"male",41,4,4,4,4,4,4,0,-0.4213,-0.2337,-0.6083,0.1101,0.2529,-0.0327,"incompf","compf",2,2,2,-2,-2,-2,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"158",368,"female",34,4,4,4,4,4,4,0,-0.3311,-0.279,-0.3404,0.4577,0.3094,0.7683,"incompf","incompf",3,3,3,-1,-1,-1,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"159",370,"female",55,4,4,4,4,4,4,0,1.2985,1.2099,1.3726,0.943,0.7588,1.0947,"compf","incompf",6,6,6,2,2,2,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"160",373,"female",28,1,1,2,2,1,2,1,-0.7458,-0.5171,-1.1424,0.3429,0.7193,0.1609,"compf","compf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"161",374,"female",49,2,3,3,3,2.5,3,0.5,-0.6597,-0.7638,-0.5631,0.7189,0.6723,0.7576,"compf","incompf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"162",376,"female",18,-2,-2,2,2,-2,2,4,0.1645,0.276,0.0861,0.2177,0.1656,0.23,"incompf","incompf",2,2,2,-2,-2,-2,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"163",378,"female",38,1,2,3,3,1.5,3,1.5,1.0575,0.9392,1.1571,1.3116,1.2285,1.3775,"compf","incompf",7,7,7,3,3,3,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"164",380,"male",63,2,2,4,3,2,3.5,1.5,-1.1799,-1.289,-1.1149,0.4271,0.238,0.6259,"incompf","incompf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"165",386,"male",49,3,3,3,3,3,3,0,-0.2587,-0.414,-0.1052,0.4251,0.1201,0.6964,"compf","incompf",2,2,2,-2,-2,-2,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"166",387,"male",35,4,3,4,3,3.5,3.5,0,0.1254,0.1883,0.2216,-0.0935,-0.1886,0.0607,"incompf","compf",4,4,4,0,0,0,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"167",388,"male",51,3,4,0,2,3.5,1,-2.5,-0.535,-0.0901,-0.9774,0.6966,0.5875,0.7784,"incompf","incompf",1,1,1,-3,-3,-3,"niff_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"168",402,"male",25,3,3,4,4,3,4,1,-0.1748,0.0731,-0.543,0.5526,0.5016,0.6338,"compf","incompf",5,4,4.5,1,0,0.5,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"169",403,"female",49,4,4,4,4,4,4,0,0.7023,0.6615,0.8417,0.7862,0.6385,0.934,"incompf","compf",7,7,7,3,3,3,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"170",404,"male",51,2,0,4,4,1,4,3,0.3971,-0.1712,0.7157,0.5953,0.6232,0.6354,"incompf","incompf",7,7,7,3,3,3,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"171",407,"male",42,4,4,4,4,4,4,0,0.6289,0.0654,1.2709,0.7851,1.1671,0.3203,"incompf","compf",4,4,4,0,0,0,"luup_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"172",408,"male",39,3,3,3,3,3,3,0,0.4346,0.003,0.7299,0.2094,0.0772,0.4461,"incompf","incompf",4,4,4,0,0,0,"luup_w","they were paired with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"173",410,"female",28,3,3,4,4,3,4,1,0.4118,0.5081,0.2547,0.6828,0.8064,0.5954,"compf","incompf",5,5,5,1,1,1,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"174",411,"male",33,4,4,4,4,4,4,0,0.7534,0.701,0.7758,0.6081,0.9789,0.3203,"incompf","compf",4,4,4,0,0,0,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"175",413,"female",36,2,3,3,3,2.5,3,0.5,-0.6148,-0.781,-0.4641,1.1578,1.3036,1.0272,"compf","compf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"176",416,"female",36,4,4,4,4,4,4,0,-0.3927,-0.4758,-0.3212,0.691,0.6883,0.7881,"incompf","incompf",4,4,4,0,0,0,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"177",418,"male",47,4,4,4,4,4,4,0,0.956,0.9322,0.9784,0.0887,-0.0308,0.1636,"compf","incompf",5,5,5,1,1,1,"niff_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"178",421,"male",37,4,4,4,4,4,4,0,0.5695,0.6478,0.3832,-0.1535,-0.556,0.0527,"compf","compf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"179",422,"female",23,4,4,3,3,4,3,-1,-0.2842,-0.4658,-0.1852,0.6676,0.3462,0.9346,"compf","incompf",4,4,4,0,0,0,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"180",428,"male",42,4,4,4,4,4,4,0,0.4212,-0.0532,0.8363,0.9531,1.0969,0.8889,"incompf","incompf",4,4,4,0,0,0,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"181",429,"female",22,4,4,4,4,4,4,0,-0.2219,-0.1699,-0.2723,0.2194,0.1963,0.1972,"compf","compf",7,7,7,3,3,3,"luup_w","they were paired with Luupites names","they were paired with Niffites names",1,1,TRUE,2,TRUE,2,TRUE
"182",430,"male",35,4,0,-4,0,2,-2,-4,0.346,0.2124,0.4069,0.0443,0.0429,0.0548,"compf","incompf",1,1,1,-3,-3,-3,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"183",431,"male",25,3,3,2,2,3,2,-1,0.4495,0.1539,0.7146,0.6637,0.8788,0.3896,"incompf","compf",4,7,5.5,0,3,1.5,"luup_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"184",432,"male",32,4,4,4,4,4,4,0,-0.6456,-0.4705,-0.7997,0.8116,0.8553,0.7672,"incompf","incompf",7,6,6.5,3,2,2.5,"luup_w","they were paired with Luupites names","they were paired with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"185",433,"male",46,3,3,1,1,3,1,-2,0.157,0.2366,0.1132,-0.8156,-0.8906,-0.7566,"compf","compf",4,4,4,0,0,0,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
"186",435,"female",24,3,3,3,3,3,3,0,-0.254,-0.3622,-0.3251,0.6965,0.8347,0.5758,"incompf","compf",2,2,2,-2,-2,-2,"niff_w","they were paired with Niffites names and with Luupites names","they were paired with Niffites names and with Luupites names",1,1,TRUE,2,TRUE,2,TRUE
