"subject"	"IAT1"	"IAT1_odd"	"IAT1_even"	"IAT1_block1"	"Liking_1"	"Expect_1"	"measureorder"	"Liking_2"	"Expect_2"	"measureorder2"	"USaversiveness"	"instructionclarity"	"instructionbelief"	"Group"	"Contingency"	"Cooccurrence"	"Csplus"	"presorder"	"measorder"	"memory1_response"	"Expect1_CSplus"	"Expect1_CSmin"	"Liking1_CSplus"	"Liking1_CSmin"
"90"	193	0.244	0.0748	0.5974	"compatibletest1"	0.311076421269464	0.381720800249346	1	0.139220598048882	0.518157895856686	1	3	9	6	1	1	1	1	1	1	"8 times followed by the sound, twice not followed"	0.381720800249346	0.518157895856686	0.311076421269464	0.139220598048882
"91"	195	-0.4133	-0.3051	-0.5198	"compatibletest1"	1.20697651452552	0.381720800249346	1	-0.0778319878855952	-0.916740892669522	1	3	9	8	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	1.20697651452552	-0.0778319878855952
"92"	196	0.2877	-0.1179	-0.4041	"incompatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	0.518157895856686	1	5	9	6	4	2	1	1	2	1	"8 times followed by the sound, 8 times not followed"	0.518157895856686	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"93"	197	0.6824	0.7795	0.569	"compatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	-0.916740892669522	1	2	8	5	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"94"	198	-0.3754	0.4996	0.1686	"incompatibletest1"	0.0871013979554501	-0.787053196390404	1	-0.0778319878855952	0.518157895856686	1	3	4	5	6	1	2	1	2	1	"I don't remember"	0.518157895856686	-0.787053196390404	-0.0778319878855952	0.0871013979554501
"95"	202	0.0397	-0.4951	0.525	"incompatibletest1"	0.0871013979554501	1.16090346467585	1	-0.0778319878855952	-0.916740892669522	1	4	9	8	10	1	1	2	2	1	"8 times followed by the sound, twice not followed"	1.16090346467585	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"96"	203	0.3776	0.3508	0.4766	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	0.518157895856686	1	5	8	9	11	2	1	2	1	1	"8 times followed by the sound, 8 times not followed"	0.518157895856686	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"97"	204	-0.419	0.5572	0.3877	"incompatibletest1"	1.87890158446757	0.381720800249346	1	2.09269387145917	1.95305668438289	1	1	9	9	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	0.381720800249346	1.95305668438289	1.87890158446757	2.09269387145917
"98"	205	-0.1871	-0.2258	-0.2729	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	0.518157895856686	1	1	7	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	0.518157895856686	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"99"	206	-0.3289	0.6348	-0.029	"incompatibletest1"	-2.15264883518469	-0.00787053196390392	1	-2.24835784723036	-0.916740892669522	1	-5	8	8	14	1	2	2	2	1	"4 times followed by the sound, once not followed"	-0.00787053196390392	-0.916740892669522	-2.15264883518469	-2.24835784723036
"100"	208	-0.6402	0.7599	0.5245	"incompatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	-0.916740892669522	1	3	9	9	16	2	2	2	2	1	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"101"	210	-0.5203	0.8263	0.1896	"incompatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	0.876882592988238	2	5	7	9	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	0.876882592988238	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"102"	211	0.4381	0.0099	0.7588	"compatibletest1"	-1.25674874192864	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	3	7	8	19	2	1	1	1	2	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	-1.25674874192864	-0.0778319878855952
"103"	212	0.456	-0.6429	-0.1998	"incompatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	1.95305668438289	2	2	9	9	20	2	1	1	2	2	"8 times followed by the sound, 8 times not followed"	1.95305668438289	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"104"	213	0.6281	0.704	0.9466	"compatibletest1"	-2.15264883518469	1.16090346467585	2	-0.0778319878855952	-0.916740892669522	2	5	9	9	21	1	2	1	1	2	"4 times followed by the sound, once not followed"	1.16090346467585	-0.916740892669522	-2.15264883518469	-0.0778319878855952
"105"	214	0.7651	-0.6855	-0.829	"incompatibletest1"	-1.25674874192864	-1.17664452860365	2	-1.16309491755798	0.876882592988238	2	-1	6	5	22	1	2	1	2	2	"4 times followed by the sound, once not followed"	0.876882592988238	-1.17664452860365	-1.16309491755798	-1.25674874192864
"106"	215	-0.1481	-0.0743	-0.2327	"compatibletest1"	0.0871013979554501	0.381720800249346	2	-0.0778319878855952	0.518157895856686	2	5	8	8	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	0.381720800249346	0.518157895856686	0.0871013979554501	-0.0778319878855952
"107"	217	-0.2783	-0.3149	-0.2335	"compatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	-0.916740892669522	2	5	9	8	25	1	1	2	1	2	"8 times followed by the sound, twice not followed"	-0.916740892669522	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"108"	219	-0.051	0.1217	-0.1255	"compatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	-0.916740892669522	2	5	8	9	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	-0.916740892669522	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"109"	220	0.021	-0.0086	-0.0563	"incompatibletest1"	-1.25674874192864	0.771312132462596	2	2.09269387145917	-0.916740892669522	2	5	9	9	28	2	1	2	2	2	"8 times followed by the sound, 8 times not followed"	0.771312132462596	-0.916740892669522	-1.25674874192864	2.09269387145917
"110"	222	-0.4668	0.5164	0.4805	"incompatibletest1"	-1.25674874192864	1.5504947968891	2	-1.81425267536141	-0.916740892669522	2	1	7	6	30	1	2	2	2	2	"4 times followed by the sound, once not followed"	1.5504947968891	-0.916740892669522	-1.25674874192864	-1.81425267536141
"111"	225	0.4214	0.4572	0.2805	"compatibletest1"	0.0871013979554501	1.16090346467585	1	-0.0778319878855952	-0.916740892669522	1	-2	9	9	1	1	1	1	1	1	"8 times followed by the sound, twice not followed"	1.16090346467585	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"112"	228	0.2611	-0.1509	-0.578	"incompatibletest1"	1.20697651452552	-1.17664452860365	1	0.790378355852312	1.23560729011979	1	5	6	6	4	2	1	1	2	1	"8 times followed by the sound, 8 times not followed"	1.23560729011979	-1.17664452860365	0.790378355852312	1.20697651452552
"113"	238	0.2714	-0.282	-0.259	"incompatibletest1"	0.0871013979554501	0.771312132462596	1	-0.0778319878855952	-0.916740892669522	1	5	9	9	14	1	2	2	2	1	"4 times followed by the sound, once not followed"	0.771312132462596	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"114"	239	0.6883	0.9988	0.3839	"compatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	0.518157895856686	1	5	6	9	15	2	2	2	1	1	"Never followed by the sound"	0.518157895856686	0.381720800249346	-0.0778319878855952	0.0871013979554501
"115"	243	0.7368	0.717	0.8558	"compatibletest1"	-1.03277371861462	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	3	7	7	19	2	1	1	1	2	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	-1.03277371861462	-0.0778319878855952
"116"	244	0.0865	-0.3047	0.1663	"incompatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	0.518157895856686	2	5	8	9	20	2	1	1	2	2	"8 times followed by the sound, 8 times not followed"	0.518157895856686	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"117"	246	-0.4392	0.4932	0.5434	"incompatibletest1"	0.535051444583479	-1.17664452860365	2	-0.0778319878855952	0.876882592988238	2	3	8	9	22	1	2	1	2	2	"4 times followed by the sound, once not followed"	0.876882592988238	-1.17664452860365	-0.0778319878855952	0.535051444583479
"118"	247	0.6326	0.6705	0.5055	"compatibletest1"	-1.70469878855667	0.771312132462596	2	1.44153611365574	-0.916740892669522	2	4	8	9	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	0.771312132462596	-0.916740892669522	-1.70469878855667	1.44153611365574
"119"	248	0.0966	-0.2181	-0.0194	"incompatibletest1"	-0.808798695300608	-1.17664452860365	2	-0.294884573820072	0.518157895856686	2	3	8	7	24	2	2	1	2	2	"4 times followed by the sound, 4 times not followed"	0.518157895856686	-1.17664452860365	-0.294884573820072	-0.808798695300608
"120"	250	-0.0883	0.1643	0.0115	"incompatibletest1"	0.0871013979554501	1.16090346467585	2	-0.0778319878855952	-0.916740892669522	2	4	8	8	26	1	1	2	2	2	"8 times followed by the sound, twice not followed"	1.16090346467585	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"121"	251	0.0335	0.1818	-0.2932	"compatibletest1"	0.0871013979554501	-1.17664452860365	2	0.139220598048882	-0.916740892669522	2	0	7	7	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	-0.916740892669522	-1.17664452860365	0.139220598048882	0.0871013979554501
"122"	252	0.4781	-0.4139	-0.7846	"incompatibletest1"	-1.25674874192864	0.381720800249346	2	-1.38014750349246	-0.916740892669522	2	3	9	8	28	2	1	2	2	2	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	-1.25674874192864	-1.38014750349246
"123"	253	0.3701	0.303	0.4383	"compatibletest1"	1.20697651452552	-1.17664452860365	2	-2.24835784723036	1.59433198725134	2	5	9	9	29	1	2	2	1	2	"4 times followed by the sound, once not followed"	1.59433198725134	-1.17664452860365	-2.24835784723036	1.20697651452552
"124"	254	-0.5535	0.7016	0.5016	"incompatibletest1"	-0.136873625358564	1.5504947968891	2	1.00743094178679	-0.916740892669522	2	4	9	9	30	1	2	2	2	2	"4 times followed by the sound, once not followed"	1.5504947968891	-0.916740892669522	-0.136873625358564	1.00743094178679
"125"	262	-0.1318	0.0453	0.2102	"incompatibletest1"	0.0871013979554501	-0.787053196390404	1	-0.511937159754549	1.23560729011979	1	3	8	5	6	1	2	1	2	1	"4 times followed by the sound, once not followed"	1.23560729011979	-0.787053196390404	-0.511937159754549	0.0871013979554501
"126"	263	0.6329	0.7589	0.4543	"compatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	-0.55801619553797	1	2	9	4	7	2	2	1	1	1	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.55801619553797	0.0871013979554501	-0.0778319878855952
"127"	264	-0.5145	0.3567	0.8182	"incompatibletest1"	0.759026467897493	-1.17664452860365	1	1.22448352772127	1.23560729011979	1	3	9	9	8	2	2	1	2	1	"4 times followed by the sound, 4 times not followed"	1.23560729011979	-1.17664452860365	1.22448352772127	0.759026467897493
"128"	265	0.2853	0.3325	0.3458	"compatibletest1"	0.759026467897493	1.94008612910235	1	0.790378355852312	0.876882592988238	1	5	9	6	9	1	1	2	1	1	"8 times followed by the sound, twice not followed"	0.876882592988238	1.94008612910235	0.790378355852312	0.759026467897493
"129"	270	0.2102	-0.2277	-0.3721	"incompatibletest1"	0.0871013979554501	1.16090346467585	1	-0.0778319878855952	-0.916740892669522	1	5	9	9	14	1	2	2	2	1	"4 times followed by the sound, once not followed"	1.16090346467585	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"130"	273	-0.0037	-0.0619	0.0567	"compatibletest1"	0.0871013979554501	1.16090346467585	2	2.09269387145917	-0.916740892669522	2	4	9	8	17	1	1	1	1	2	"8 times followed by the sound, twice not followed"	1.16090346467585	-0.916740892669522	0.0871013979554501	2.09269387145917
"131"	274	0.4465	-0.5099	-0.3388	"incompatibletest1"	-2.15264883518469	-1.17664452860365	2	1.8756412855247	1.59433198725134	2	4	9	9	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	1.59433198725134	-1.17664452860365	1.8756412855247	-2.15264883518469
"132"	277	0.857	0.894	1.0227	"compatibletest1"	-0.136873625358564	1.5504947968891	2	2.09269387145917	-0.916740892669522	2	5	9	9	21	1	2	1	1	2	"4 times followed by the sound, once not followed"	1.5504947968891	-0.916740892669522	-0.136873625358564	2.09269387145917
"133"	279	0.4937	0.2137	0.829	"compatibletest1"	0.0871013979554501	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	4	9	9	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"134"	280	-0.5805	0.6425	0.5454	"incompatibletest1"	0.0871013979554501	1.94008612910235	2	-0.0778319878855952	0.518157895856686	2	5	9	9	24	2	2	1	2	2	"4 times followed by the sound, 4 times not followed"	0.518157895856686	1.94008612910235	-0.0778319878855952	0.0871013979554501
"135"	282	-0.6577	0.6109	0.8308	"incompatibletest1"	0.0871013979554501	1.5504947968891	2	-0.0778319878855952	-0.916740892669522	2	4	8	9	26	1	1	2	2	2	"8 times followed by the sound, twice not followed"	1.5504947968891	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"136"	283	0.2875	0.209	0.5222	"compatibletest1"	1.43095153783954	0.381720800249346	2	1.22448352772127	1.95305668438289	2	4	9	5	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	1.95305668438289	0.381720800249346	1.22448352772127	1.43095153783954
"137"	285	0.506	0.153	0.7066	"compatibletest1"	-1.25674874192864	-1.17664452860365	2	-0.511937159754549	0.876882592988238	2	1	7	7	29	1	2	2	1	2	"4 times followed by the sound, once not followed"	0.876882592988238	-1.17664452860365	-0.511937159754549	-1.25674874192864
"138"	286	-0.5486	0.5162	0.6865	"incompatibletest1"	-0.136873625358564	1.16090346467585	2	-0.946042331623502	-0.55801619553797	2	4	8	9	30	1	2	2	2	2	"4 times followed by the sound, once not followed"	1.16090346467585	-0.55801619553797	-0.136873625358564	-0.946042331623502
"139"	288	0.3245	-0.5015	-0.0507	"incompatibletest1"	-0.360848648672579	-0.00787053196390392	2	0.790378355852312	-0.916740892669522	2	3	5	8	0	2	2	2	2	2	"4 times followed by the sound, 4 times not followed"	-0.00787053196390392	-0.916740892669522	-0.360848648672579	0.790378355852312
"140"	292	-0.572	0.3734	0.9747	"incompatibletest1"	0.535051444583479	0.381720800249346	1	-0.0778319878855952	-0.916740892669522	1	3	8	6	4	2	1	1	2	1	"8 times followed by the sound, 8 times not followed"	-0.916740892669522	0.381720800249346	-0.0778319878855952	0.535051444583479
"141"	293	0.5958	0.7627	0.6596	"compatibletest1"	0.0871013979554501	1.5504947968891	1	-0.0778319878855952	-0.916740892669522	1	4	9	9	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	1.5504947968891	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"142"	297	0.3244	0.3738	0.2646	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-1.16309491755798	1.23560729011979	1	3	9	9	9	1	1	2	1	1	"8 times followed by the sound, twice not followed"	1.23560729011979	-1.17664452860365	-1.16309491755798	0.0871013979554501
"143"	298	0.4303	-0.8852	-0.0789	"incompatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.294884573820072	0.518157895856686	1	5	9	9	10	1	1	2	2	1	"Never followed by the sound"	-1.17664452860365	0.518157895856686	0.0871013979554501	-0.294884573820072
"144"	300	-0.1928	0.3646	0.1892	"incompatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	-0.916740892669522	1	2	9	8	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"145"	301	0.4789	0.5295	0.659	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.511937159754549	1.23560729011979	1	2	9	8	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	1.23560729011979	-1.17664452860365	-0.511937159754549	0.0871013979554501
"146"	304	-0.1192	0.3891	-0.0628	"incompatibletest1"	0.0871013979554501	0.381720800249346	1	0.790378355852312	-0.916740892669522	1	5	7	4	16	2	2	2	2	1	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	0.790378355852312
"147"	305	0.6438	0.7871	0.6325	"compatibletest1"	0.311076421269464	-0.00787053196390392	2	-0.0778319878855952	0.518157895856686	2	2	9	7	17	1	1	1	1	2	"8 times followed by the sound, twice not followed"	-0.00787053196390392	0.518157895856686	0.311076421269464	-0.0778319878855952
"148"	306	-0.3377	0.2144	0.4553	"incompatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	1.59433198725134	2	3	9	8	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	1.59433198725134	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"149"	307	-0.2784	-0.085	-0.8271	"compatibletest1"	-2.15264883518469	0.381720800249346	2	0.790378355852312	-0.916740892669522	2	4	9	8	19	2	1	1	1	2	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	-2.15264883518469	0.790378355852312
"150"	308	0.0462	-0.223	0.4447	"incompatibletest1"	-2.15264883518469	-1.17664452860365	2	-2.24835784723036	0.518157895856686	2	4	9	9	20	2	1	1	2	2	"8 times followed by the sound, 8 times not followed"	0.518157895856686	-1.17664452860365	-2.24835784723036	-2.15264883518469
"151"	310	0.1318	0.1108	-0.5602	"incompatibletest1"	-2.15264883518469	-1.17664452860365	2	-2.24835784723036	-0.916740892669522	2	5	9	8	22	1	2	1	2	2	"4 times followed by the sound, once not followed"	-0.916740892669522	-1.17664452860365	-2.24835784723036	-2.15264883518469
"152"	311	0.3519	0.4036	0.4295	"compatibletest1"	-0.360848648672579	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	3	7	8	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.916740892669522	-0.360848648672579	-0.0778319878855952
"153"	312	-0.4047	0.2821	0.6942	"incompatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.946042331623502	1.23560729011979	2	3	8	8	24	2	2	1	2	2	"4 times followed by the sound, 4 times not followed"	1.23560729011979	-1.17664452860365	-0.946042331623502	0.0871013979554501
"154"	314	-0.2445	0.2312	0.2545	"incompatibletest1"	-0.584823671986593	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	5	8	9	26	1	1	2	2	2	"8 times followed by the sound, twice not followed"	0.381720800249346	-0.916740892669522	-0.584823671986593	-0.0778319878855952
"155"	315	0.1513	0.3469	-0.1426	"compatibletest1"	-2.15264883518469	-1.17664452860365	2	-2.24835784723036	0.518157895856686	2	5	9	9	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	0.518157895856686	-1.17664452860365	-2.24835784723036	-2.15264883518469
"156"	316	-0.2339	0.3528	0.1182	"incompatibletest1"	0.983001491211508	0.381720800249346	2	-0.0778319878855952	0.159433198725134	2	1	5	6	28	2	1	2	2	2	"8 times followed by the sound, 8 times not followed"	0.381720800249346	0.159433198725134	0.983001491211508	-0.0778319878855952
"157"	317	0.29	0.5142	-0.0371	"compatibletest1"	-1.70469878855667	1.16090346467585	2	-0.0778319878855952	-0.916740892669522	2	4	8	7	29	1	2	2	1	2	"Never followed by the sound"	-0.916740892669522	1.16090346467585	-0.0778319878855952	-1.70469878855667
"158"	321	0.3165	0.4916	0.1628	"compatibletest1"	0.0871013979554501	0.771312132462596	1	-0.0778319878855952	-0.916740892669522	1	0	4	5	1	1	1	1	1	1	"8 times followed by the sound, twice not followed"	0.771312132462596	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"159"	322	-0.6627	0.8209	0.5194	"incompatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	0.518157895856686	1	5	9	9	2	1	1	1	2	1	"8 times followed by the sound, twice not followed"	0.518157895856686	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"160"	323	0.3068	0.2486	0.2639	"compatibletest1"	1.20697651452552	0.771312132462596	1	-2.03130526129589	-0.916740892669522	1	3	9	9	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	0.771312132462596	-0.916740892669522	1.20697651452552	-2.03130526129589
"161"	324	0.1424	-0.4229	0.2308	"incompatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	0.518157895856686	1	4	9	8	4	2	1	1	2	1	"8 times followed by the sound, 8 times not followed"	0.518157895856686	0.381720800249346	-0.0778319878855952	0.0871013979554501
"162"	325	0.5288	0.4638	0.5569	"compatibletest1"	0.0871013979554501	-0.397461864177154	1	-0.0778319878855952	-0.916740892669522	1	3	9	8	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	-0.397461864177154	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"163"	326	-0.0622	0.1661	-0.1561	"incompatibletest1"	-0.360848648672579	-0.397461864177154	1	-1.59720008942693	0.518157895856686	1	4	2	8	6	1	2	1	2	1	"4 times followed by the sound, once not followed"	0.518157895856686	-0.397461864177154	-1.59720008942693	-0.360848648672579
"164"	327	0.7896	1.0042	0.5138	"compatibletest1"	1.87890158446757	0.771312132462596	1	-0.0778319878855952	-0.916740892669522	1	1	7	6	7	2	2	1	1	1	"4 times followed by the sound, 4 times not followed"	0.771312132462596	-0.916740892669522	1.87890158446757	-0.0778319878855952
"165"	328	0.2941	-0.4173	-0.4149	"incompatibletest1"	0.0871013979554501	-1.17664452860365	1	0.573325769917835	1.23560729011979	1	1	7	9	8	2	2	1	2	1	"4 times followed by the sound, 4 times not followed"	1.23560729011979	-1.17664452860365	0.573325769917835	0.0871013979554501
"166"	329	-0.5043	-0.4908	-0.6199	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	1.23560729011979	1	4	6	9	9	1	1	2	1	1	"8 times followed by the sound, twice not followed"	1.23560729011979	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"167"	330	-0.5111	0.2169	0.8597	"incompatibletest1"	0.0871013979554501	0.381720800249346	1	-0.0778319878855952	0.518157895856686	1	3	9	9	10	1	1	2	2	1	"Never followed by the sound"	0.381720800249346	0.518157895856686	0.0871013979554501	-0.0778319878855952
"168"	332	0.551	-0.4839	-0.6104	"incompatibletest1"	-0.360848648672579	1.16090346467585	1	1.65858869959022	-0.916740892669522	1	5	9	9	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	1.16090346467585	-0.916740892669522	-0.360848648672579	1.65858869959022
"169"	333	0.1497	0.3224	0.0467	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	1.95305668438289	1	-2	9	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	1.95305668438289	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"170"	334	-0.2406	0.0106	0.4637	"incompatibletest1"	-0.136873625358564	0.771312132462596	1	-0.0778319878855952	1.23560729011979	1	2	7	7	14	1	2	2	2	1	"Once followed by the sound, 4 times not followed"	0.771312132462596	1.23560729011979	-0.136873625358564	-0.0778319878855952
"171"	335	0.204	0.289	0.058	"compatibletest1"	0.0871013979554501	-1.17664452860365	1	-1.16309491755798	0.518157895856686	1	5	9	9	15	2	2	2	1	1	"4 times followed by the sound, 4 times not followed"	0.518157895856686	-1.17664452860365	-1.16309491755798	0.0871013979554501
"172"	337	0.9374	0.9825	0.9757	"compatibletest1"	0.0871013979554501	1.5504947968891	2	-0.0778319878855952	-0.916740892669522	2	4	2	7	17	1	1	1	1	2	"8 times followed by the sound, twice not followed"	1.5504947968891	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"173"	343	-0.1149	-0.247	-0.0249	"compatibletest1"	0.0871013979554501	-1.17664452860365	2	-0.0778319878855952	-0.916740892669522	2	3	9	2	23	2	2	1	1	2	"Never followed by the sound"	-1.17664452860365	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"174"	347	0.5071	0.4632	0.7315	"compatibletest1"	0.759026467897493	-1.17664452860365	2	0.139220598048882	0.159433198725134	2	3	9	9	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	0.159433198725134	-1.17664452860365	0.139220598048882	0.759026467897493
"175"	348	-0.3618	0.3468	0.3272	"incompatibletest1"	0.0871013979554501	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	0	9	9	28	2	1	2	2	2	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"176"	350	0.2451	-0.2326	-0.3271	"incompatibletest1"	-2.15264883518469	1.5504947968891	2	2.09269387145917	-0.916740892669522	2	5	9	8	30	1	2	2	2	2	"4 times followed by the sound, once not followed"	1.5504947968891	-0.916740892669522	-2.15264883518469	2.09269387145917
"177"	352	-0.4925	0.3197	0.72	"incompatibletest1"	0.0871013979554501	0.381720800249346	2	-0.0778319878855952	-0.916740892669522	2	3	7	8	0	2	2	2	2	2	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.916740892669522	0.0871013979554501	-0.0778319878855952
"178"	354	0.328	-0.3738	-0.4152	"incompatibletest1"	0.0871013979554501	-1.17664452860365	1	-0.0778319878855952	0.518157895856686	1	2	7	9	2	1	1	1	2	1	"8 times followed by the sound, twice not followed"	0.518157895856686	-1.17664452860365	-0.0778319878855952	0.0871013979554501
"179"	355	0.2585	0.2279	0.2851	"compatibletest1"	0.759026467897493	0.381720800249346	1	1.00743094178679	-0.916740892669522	1	3	8	9	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	0.381720800249346	-0.916740892669522	0.759026467897493	1.00743094178679
"180"	356	-0.3341	0.2798	0.4733	"incompatibletest1"	0.535051444583479	-1.17664452860365	1	0.356273183983358	-0.55801619553797	1	2	6	7	4	2	1	1	2	1	"8 times followed by the sound, 8 times not followed"	-0.55801619553797	-1.17664452860365	0.356273183983358	0.535051444583479
"181"	358	-0.9651	0.8931	1.4126	"incompatibletest1"	1.43095153783954	-1.17664452860365	1	-1.38014750349246	1.59433198725134	1	4	8	3	6	1	2	1	2	1	"4 times followed by the sound, once not followed"	1.59433198725134	-1.17664452860365	-1.38014750349246	1.43095153783954
"182"	359	0.5917	0.7647	0.3386	"compatibletest1"	0.0871013979554501	1.94008612910235	1	2.09269387145917	-0.916740892669522	1	5	9	9	7	2	2	1	1	1	"4 times followed by the sound, 4 times not followed"	1.94008612910235	-0.916740892669522	0.0871013979554501	2.09269387145917
"183"	360	0.0902	-0.2438	0.0222	"incompatibletest1"	1.43095153783954	-1.17664452860365	1	-0.0778319878855952	0.876882592988238	1	5	8	9	8	2	2	1	2	1	"4 times followed by the sound, 4 times not followed"	0.876882592988238	-1.17664452860365	-0.0778319878855952	1.43095153783954
"184"	365	0.3352	0.286	0.4893	"compatibletest1"	0.759026467897493	-1.17664452860365	1	0.573325769917835	1.59433198725134	1	5	8	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	1.59433198725134	-1.17664452860365	0.573325769917835	0.759026467897493
"185"	368	-0.3544	0.0522	0.5929	"incompatibletest1"	-1.03277371861462	0.381720800249346	1	2.09269387145917	-0.916740892669522	1	5	9	9	16	2	2	2	2	1	"4 times followed by the sound, 4 times not followed"	0.381720800249346	-0.916740892669522	-1.03277371861462	2.09269387145917
"186"	370	0.17	-0.2155	-0.4044	"incompatibletest1"	-0.360848648672579	-1.17664452860365	2	-0.728989745689025	1.23560729011979	2	3	6	8	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	1.23560729011979	-1.17664452860365	-0.728989745689025	-0.360848648672579
