"subject"	"IAT1"	"IAT1_odd"	"IAT1_even"	"IAT1_block1"	"Liking_1"	"Expect_1"	"measureorder"	"Liking_2"	"Expect_2"	"measureorder2"	"US1valence"	"US2valence"	"instructionclarity"	"instructionbelief"	"Soundcdt"	"Group"	"presorder"	"Contingency"	"Csplus"	"measorder_soundorder"	"nrUSs"	"IATtype"	"concorr"	"lat_comp"	"lat_incomp"	"negUSvalence"	"posUSvalence"	"Expect1_CSplus"	"Expect1_CSmin"	"Liking1_CSplus"	"Liking1_CSmin"
"76"	657453971	0.4057	0.3914	0.4811	"compatibletest1"	-1.86731440476675	0.814917449452257	1	0.966910095849792	1.32852209376715	1	-5	4	9	9	2	19	1	2	1	1	2	1	2	677.633333333333	850	-5	4	0.814917449452257	1.32852209376715	-1.86731440476675	0.966910095849792
"77"	660438105	0.3604	0.2656	0.6863	"compatibletest1"	-0.217276043724968	-0.675542388289393	2	-0.0545836344431334	-0.35461518170187	2	-5	-2	9	9	2	25	1	1	1	2	2	1	2	655.316666666667	761.083333333333	-2	-5	-0.675542388289393	-0.35461518170187	-0.217276043724968	-0.0545836344431334
"78"	661598669	0.689	0.5825	0.9626	"compatibletest1"	-0.0110212485947447	-1.42077230716022	2	-0.258882380501719	0.991894638673348	2	-2	NA	9	8	1	13	1	1	2	2	1	1	2	552.933333333333	653.233333333333	-2	NA	0.991894638673348	-1.42077230716022	-0.258882380501719	-0.0110212485947447
"79"	662838166	-0.6541	0.6196	0.699	"incompatibletest1"	0.401488341665701	-0.675542388289393	1	-0.0545836344431334	-1.02787009188948	1	5	5	7	8	2	22	2	1	2	1	2	1	2	1153.3	927.7	5	5	-0.675542388289393	-1.02787009188948	0.401488341665701	-0.0545836344431334
"80"	666439573	-0.5564	-0.5672	-0.5751	"compatibletest1"	-0.423530838855191	1.56014736832308	1	-0.667479872618889	-1.02787009188948	1	-5	5	9	9	2	21	1	1	2	1	2	1	2	676.316666666667	556.016666666667	-5	5	-1.02787009188948	1.56014736832308	-0.667479872618889	-0.423530838855191
"81"	672447888	0.2077	-0.1003	-0.4267	"incompatibletest1"	-0.0110212485947447	0.442302490016844	2	0.966910095849792	-1.02787009188948	2	-3	NA	7	9	1	16	2	2	2	2	1	1	2	692.466666666667	818.916666666667	-3	NA	0.442302490016844	-1.02787009188948	-0.0110212485947447	0.966910095849792
"82"	675992203	0.9235	0.8478	1.054	"compatibletest1"	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	0.318639728485739	2	-4	NA	6	8	1	11	1	2	1	2	1	1	2	572.25	884.183333333333	-4	NA	0.0696875305814321	0.318639728485739	-0.0110212485947447	-0.0545836344431334
"83"	682310355	0.9479	1.1004	0.8082	"compatibletest1"	-0.0110212485947447	0.0696875305814321	1	1.98840382614272	-1.02787009188948	1	-3	5	9	9	2	19	1	2	1	1	2	1	2	729.966666666667	984.516666666667	-3	5	0.0696875305814321	-1.02787009188948	-0.0110212485947447	1.98840382614272
"84"	683301204	-0.5923	0.7856	0.3433	"incompatibletest1"	1.43276231731682	1.56014736832308	1	-2.09757109502899	0.318639728485739	1	0	2	8	9	2	20	2	2	1	1	2	1	2	772.6	645.166666666667	0	2	0.318639728485739	1.56014736832308	-2.09757109502899	1.43276231731682
"85"	686425170	0.2062	-0.5888	0.3107	"incompatibletest1"	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	0.318639728485739	1	-3	3	7	9	2	18	2	1	1	1	2	1	2	888.433333333333	955.633333333333	-3	3	0.318639728485739	0.0696875305814321	-0.0545836344431334	-0.0110212485947447
"86"	687063261	0.0349	0.0244	0.0573	"compatibletest1"	-2.07356919989697	-0.30292742885398	2	-2.09757109502899	-0.0179877266080658	2	-5	-5	5	5	2	29	1	1	2	2	2	1	2	753.633333333333	756.2	-5	-5	-0.0179877266080658	-0.30292742885398	-2.09757109502899	-2.07356919989697
"87"	689812946	0.5359	-0.4745	-0.6471	"incompatibletest1"	-0.0110212485947447	-1.42077230716022	1	1.98840382614272	0.991894638673348	1	-3	5	9	9	2	18	2	1	1	1	2	1	2	613	736.45	-3	5	0.991894638673348	-1.42077230716022	1.98840382614272	-0.0110212485947447
"88"	693699166	-0.4855	0.5583	0.3394	"incompatibletest1"	0.607743136795924	1.18753240888767	2	-0.0545836344431334	-0.691242636795675	2	0	0	5	8	2	30	2	1	2	2	2	1	2	854.633333333333	640.983333333333	0	0	1.18753240888767	-0.691242636795675	0.607743136795924	-0.0545836344431334
"89"	702971156	0.1036	0.0231	-0.3526	"incompatibletest1"	-0.0110212485947447	-1.42077230716022	1	-1.07607736473606	0.318639728485739	1	-5	4	6	6	2	20	2	2	1	1	2	1	2	760.866666666667	815.45	-5	4	0.318639728485739	-1.42077230716022	-1.07607736473606	-0.0110212485947447
"90"	709358933	0.2233	0.0878	0.3435	"compatibletest1"	-0.423530838855191	0.814917449452257	1	-0.258882380501719	-1.02787009188948	1	-3	-1	9	8	2	21	1	1	2	1	2	1	0	646.466666666667	685.383333333333	-3	-1	-1.02787009188948	0.814917449452257	-0.258882380501719	-0.423530838855191
"91"	710425552	-0.4402	0.4845	0.5284	"incompatibletest1"	-2.07356919989697	0.814917449452257	2	1.98840382614272	-1.02787009188948	2	-5	NA	9	9	1	16	2	2	2	2	1	1	2	731.85	663.816666666667	-5	NA	0.814917449452257	-1.02787009188948	-2.07356919989697	1.98840382614272
"92"	718996367	0.3113	0.2396	0.393	"compatibletest1"	0.607743136795924	-1.42077230716022	2	-0.0545836344431334	0.318639728485739	2	4	NA	8	8	1	15	1	2	2	2	1	1	2	653.133333333333	726.016666666667	4	NA	0.318639728485739	-1.42077230716022	-0.0545836344431334	0.607743136795924
"93"	720734659	-0.0329	-0.1754	0.1639	"compatibletest1"	-0.0110212485947447	0.0696875305814321	1	0.966910095849792	-1.02787009188948	1	-5	NA	9	9	1	3	1	2	1	1	1	1	2	724.366666666667	750.566666666667	-5	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	0.966910095849792
"94"	721683031	0.2456	0.4631	0.0716	"compatibletest1"	0.813997931926147	-0.30292742885398	1	0.966910095849792	-1.02787009188948	1	2	-3	9	9	2	23	1	2	2	1	2	1	2	720.383333333333	800.15	2	-3	-1.02787009188948	-0.30292742885398	0.966910095849792	0.813997931926147
"95"	727366163	0.7602	0.6776	0.8277	"compatibletest1"	1.02025272705637	0.0696875305814321	1	-0.667479872618889	-1.02787009188948	1	-5	3	9	9	2	19	1	2	1	1	2	1	2	847.283333333333	1051.9	-5	3	0.0696875305814321	-1.02787009188948	1.02025272705637	-0.667479872618889
"96"	731262288	0.6826	-0.6256	-0.8385	"incompatibletest1"	-0.217276043724968	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	-5	NA	8	8	1	16	2	2	2	2	1	1	2	889.383333333333	1217.41666666667	-5	NA	0.0696875305814321	-1.02787009188948	-0.217276043724968	-0.0545836344431334
"97"	753152529	-0.4084	-0.4355	-0.3779	"compatibletest1"	-0.0110212485947447	0.814917449452257	1	0.354013857674037	-1.02787009188948	1	-4	4	8	8	2	17	1	1	1	1	2	1	2	989.866666666667	881.25	-4	4	0.814917449452257	-1.02787009188948	-0.0110212485947447	0.354013857674037
"98"	755832987	0.7157	0.8038	0.5944	"compatibletest1"	-0.0110212485947447	1.56014736832308	2	0.354013857674037	1.66514954886096	2	3	0	5	8	2	27	1	2	1	2	2	1	2	635.8	879.833333333333	0	3	1.56014736832308	1.66514954886096	-0.0110212485947447	0.354013857674037
"99"	759741722	-0.0131	0.0784	-0.1235	"incompatibletest1"	-2.07356919989697	-0.30292742885398	2	-0.667479872618889	-0.0179877266080658	2	-1	-5	5	5	2	26	2	1	1	2	2	1	2	889.583333333333	874.566666666667	-5	-1	-0.0179877266080658	-0.30292742885398	-0.667479872618889	-2.07356919989697
"100"	760415307	0.5578	0.627	0.4721	"compatibletest1"	-0.0110212485947447	0.0696875305814321	2	0.966910095849792	-1.02787009188948	2	-3	NA	9	9	1	11	1	2	1	2	1	1	2	563.383333333333	621.6	-3	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	0.966910095849792
"101"	760454422	0.1538	-0.118	-0.3063	"incompatibletest1"	-0.0110212485947447	-0.675542388289393	1	-1.68897360291181	-0.35461518170187	1	5	5	5	5	2	22	2	1	2	1	2	1	2	805.166666666667	844	5	5	-0.675542388289393	-0.35461518170187	-0.0110212485947447	-1.68897360291181
"102"	762592276	0.5191	-0.6205	-0.4123	"incompatibletest1"	-0.0110212485947447	-1.42077230716022	1	0.558312603732622	0.318639728485739	1	-4	4	9	9	2	20	2	2	1	1	2	1	2	605.3	672.05	-4	4	0.318639728485739	-1.42077230716022	0.558312603732622	-0.0110212485947447
"103"	780566276	-0.1694	0.6726	-0.3505	"incompatibletest1"	1.22650752218659	-1.42077230716022	1	-0.258882380501719	0.655267183579543	1	-3	NA	8	8	1	4	2	2	1	1	1	1	2	805.6	724.2	-3	NA	0.655267183579543	-1.42077230716022	-0.258882380501719	1.22650752218659
"104"	782561686	-0.0066	-0.0869	0.3845	"incompatibletest1"	-0.423530838855191	0.442302490016844	1	-0.0545836344431334	1.66514954886096	1	-3	4	9	9	2	22	2	1	2	1	2	1	2	1131.46666666667	2583.81666666667	-3	4	0.442302490016844	1.66514954886096	-0.423530838855191	-0.0545836344431334
"105"	787865755	0.1937	0.0763	0.3299	"compatibletest1"	-1.04229522424586	0.0696875305814321	2	-2.09757109502899	-1.02787009188948	2	-2	-3	6	9	2	27	1	2	1	2	2	1	2	698.133333333333	741.283333333333	-3	-2	0.0696875305814321	-1.02787009188948	-1.04229522424586	-2.09757109502899
"106"	796884113	0.5675	0.6161	0.7879	"compatibletest1"	-0.0110212485947447	1.18753240888767	1	-0.0545836344431334	1.66514954886096	1	-5	5	7	8	2	17	1	1	1	1	2	1	2	662.916666666667	836.45	-5	5	1.18753240888767	1.66514954886096	-0.0110212485947447	-0.0545836344431334
"107"	799536460	0.4508	-0.4837	-0.857	"incompatibletest1"	-0.0110212485947447	-1.42077230716022	2	-2.09757109502899	0.318639728485739	2	-5	NA	9	9	1	12	2	2	1	2	1	1	2	799.866666666667	1366.5	-5	NA	0.318639728485739	-1.42077230716022	-2.09757109502899	-0.0110212485947447
"108"	814517583	0.1829	0.2202	0.1462	"compatibletest1"	2.05152670270748	-1.42077230716022	2	0.762611349791207	1.66514954886096	2	-5	NA	9	7	1	15	1	2	2	2	1	1	2	834.7	873.866666666667	-5	NA	1.66514954886096	-1.42077230716022	0.762611349791207	2.05152670270748
"109"	819902298	-0.0731	0.1182	0.063	"incompatibletest1"	0.607743136795924	-1.42077230716022	2	-0.667479872618889	0.991894638673348	2	-1	-4	8	8	2	26	2	1	1	2	2	1	2	598.4	595.533333333333	-4	-1	0.991894638673348	-1.42077230716022	-0.667479872618889	0.607743136795924
"110"	821376840	-0.3718	0.5151	0.1517	"incompatibletest1"	-0.0110212485947447	0.442302490016844	1	-0.0545836344431334	-1.02787009188948	1	-4	NA	8	8	1	8	2	2	2	1	1	1	2	787.833333333333	724.066666666667	-4	NA	0.442302490016844	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"111"	830811528	-0.1003	0.218	-0.0256	"incompatibletest1"	-0.0110212485947447	0.0696875305814321	1	0.762611349791207	-1.02787009188948	1	-4	NA	9	9	1	8	2	2	2	1	1	1	2	764.333333333333	744.95	-4	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	0.762611349791207
"112"	833546708	-0.6414	0.5057	1.007	"incompatibletest1"	1.22650752218659	-1.42077230716022	1	0.558312603732622	1.32852209376715	1	-5	2	9	9	2	20	2	2	1	1	2	1	2	738	624.483333333333	-5	2	1.32852209376715	-1.42077230716022	0.558312603732622	1.22650752218659
"113"	844269639	0.2787	0.2142	0.5019	"compatibletest1"	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	0.318639728485739	1	-3	NA	4	7	1	7	1	2	2	1	1	1	2	824.233333333333	877.733333333333	-3	NA	0.318639728485739	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"114"	848126664	-0.1753	0.2341	0.0176	"incompatibletest1"	-0.0110212485947447	0.442302490016844	1	-0.0545836344431334	-1.02787009188948	1	-3	NA	8	7	1	8	2	2	2	1	1	1	2	661.316666666667	600.733333333333	-3	NA	0.442302490016844	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"115"	852317982	0.5559	-0.4511	-0.7175	"incompatibletest1"	-0.423530838855191	0.814917449452257	2	-0.0545836344431334	-1.02787009188948	2	3	-5	8	9	2	30	2	1	2	2	2	1	2	568.633333333333	610.933333333333	-5	3	0.814917449452257	-1.02787009188948	-0.423530838855191	-0.0545836344431334
"116"	859306523	-0.2123	-0.2418	-0.1761	"compatibletest1"	-1.04229522424586	0.0696875305814321	2	-0.0545836344431334	1.66514954886096	2	0	-3	9	9	2	27	1	2	1	2	2	1	2	617.516666666667	599.616666666667	-3	0	0.0696875305814321	1.66514954886096	-1.04229522424586	-0.0545836344431334
"117"	861579532	-0.2962	0.2937	0.5356	"incompatibletest1"	-0.836040429115636	-1.42077230716022	2	-1.28037611079464	1.66514954886096	2	-5	NA	2	8	1	12	2	2	1	2	1	1	2	781.816666666667	668.416666666667	-5	NA	1.66514954886096	-1.42077230716022	-1.28037611079464	-0.836040429115636
"118"	862165835	0.2596	0.641	-0.222	"compatibletest1"	-1.66105960963653	0.442302490016844	2	-1.07607736473606	-0.35461518170187	2	-5	NA	4	8	1	11	1	2	1	2	1	1	2	723.6	766.15	-5	NA	0.442302490016844	-0.35461518170187	-1.66105960963653	-1.07607736473606
"119"	863410500	-0.3729	0.0551	0.6612	"incompatibletest1"	1.22650752218659	0.814917449452257	1	0.558312603732622	0.991894638673348	1	-4	NA	4	7	1	4	2	2	1	1	1	1	2	931.15	838.116666666667	-4	NA	0.991894638673348	0.814917449452257	0.558312603732622	1.22650752218659
"120"	868482398	0.0093	-0.2825	0.1828	"incompatibletest1"	-1.66105960963653	0.814917449452257	2	0.354013857674037	-1.02787009188948	2	2	-5	8	8	2	30	2	1	2	2	2	1	2	853.033333333333	849.933333333333	-5	2	0.814917449452257	-1.02787009188948	-1.66105960963653	0.354013857674037
"121"	868632333	-0.2841	0.0123	-0.609	"compatibletest1"	-0.0110212485947447	-1.42077230716022	2	0.354013857674037	-1.02787009188948	2	-3	NA	9	9	1	13	1	1	2	2	1	1	2	696.516666666667	717.533333333333	-3	NA	-1.02787009188948	-1.42077230716022	0.354013857674037	-0.0110212485947447
"122"	869487432	-0.6276	0.6566	0.6124	"incompatibletest1"	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	-1.02787009188948	1	-5	NA	7	9	1	8	2	2	2	1	1	1	2	938.033333333333	683.183333333333	-5	NA	-1.42077230716022	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"123"	873762514	0.2438	-0.4699	0.0947	"incompatibletest1"	2.05152670270748	-1.42077230716022	1	1.98840382614272	0.991894638673348	1	5	-3	9	9	2	18	2	1	1	1	2	1	2	559	616.433333333333	5	-3	0.991894638673348	-1.42077230716022	1.98840382614272	2.05152670270748
"124"	880143305	0.388	0.5863	0.2716	"compatibletest1"	-0.0110212485947447	0.814917449452257	2	-0.0545836344431334	-1.02787009188948	2	-3	NA	9	8	1	9	1	1	1	2	1	1	2	559.933333333333	598.583333333333	-3	NA	0.814917449452257	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"125"	880340319	-0.6462	-0.7785	-0.6035	"compatibletest1"	-0.0110212485947447	1.56014736832308	2	-0.463181126560304	0.318639728485739	2	-2	0	3	6	2	31	1	2	2	2	2	1	2	728.7	596.516666666667	0	-2	0.318639728485739	1.56014736832308	-0.463181126560304	-0.0110212485947447
"126"	904063379	0.1908	0.3705	0.0429	"compatibletest1"	-0.0110212485947447	0.442302490016844	1	-0.0545836344431334	-1.02787009188948	1	0	0	7	3	2	19	1	2	1	1	2	1	2	631.683333333333	714.166666666667	0	0	0.442302490016844	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"127"	920774983	-0.0427	-0.4167	0.3051	"compatibletest1"	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	0.318639728485739	1	-4	NA	9	5	1	7	1	2	2	1	1	1	2	983.733333333333	913.983333333333	-4	NA	0.318639728485739	0.0696875305814321	-0.0545836344431334	-0.0110212485947447
"128"	926938522	-0.3754	0.177	0.4983	"incompatibletest1"	-1.66105960963653	0.0696875305814321	2	-1.48467485685323	0.655267183579543	2	1	-2	4	5	2	26	2	1	1	2	2	1	2	791.883333333333	711	-2	1	0.655267183579543	0.0696875305814321	-1.48467485685323	-1.66105960963653
"129"	937640451	0.2737	-0.0417	0.6074	"compatibletest1"	1.02025272705637	0.814917449452257	1	-0.258882380501719	-1.02787009188948	1	-3	NA	9	9	1	3	1	2	1	1	1	1	2	804.75	886.85	-3	NA	0.814917449452257	-1.02787009188948	1.02025272705637	-0.258882380501719
"130"	939627224	-0.1274	0.083	0.1072	"incompatibletest1"	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	1.66514954886096	1	-5	4	7	9	2	24	2	2	2	1	2	1	2	576.033333333333	561.95	-5	4	0.0696875305814321	1.66514954886096	-0.0110212485947447	-0.0545836344431334
"131"	947004444	-0.2282	0.2523	0.3091	"incompatibletest1"	-0.836040429115636	-1.42077230716022	2	-0.0545836344431334	1.66514954886096	2	3	-3	9	9	2	28	2	2	1	2	2	1	2	903.416666666667	839.533333333333	-3	3	1.66514954886096	-1.42077230716022	-0.0545836344431334	-0.836040429115636
"132"	948315936	-0.0124	-0.1216	0.1857	"incompatibletest1"	-1.66105960963653	0.442302490016844	2	-1.07607736473606	0.318639728485739	2	1	-5	7	8	2	32	2	2	2	2	2	1	2	781.083333333333	786.283333333333	-5	1	0.442302490016844	0.318639728485739	-1.66105960963653	-1.07607736473606
"133"	964976595	0.47	0.2332	0.7087	"compatibletest1"	-0.423530838855191	0.0696875305814321	1	0.966910095849792	-0.0179877266080658	1	-3	4	6	3	2	19	1	2	1	1	2	1	2	833.066666666667	997.083333333333	-3	4	0.0696875305814321	-0.0179877266080658	-0.423530838855191	0.966910095849792
"134"	967607573	0.3176	0.2994	0.3709	"compatibletest1"	-1.04229522424586	0.0696875305814321	1	-0.667479872618889	0.318639728485739	1	-4	-5	8	9	2	21	1	1	2	1	2	1	2	670.283333333333	754.116666666667	-4	-5	0.318639728485739	0.0696875305814321	-0.667479872618889	-1.04229522424586
"135"	972450373	-0.2418	-0.1188	-0.414	"compatibletest1"	-1.04229522424586	-1.42077230716022	1	-0.0545836344431334	-1.02787009188948	1	-5	NA	9	8	1	5	1	1	2	1	1	1	2	776.183333333333	758.9	-5	NA	-1.02787009188948	-1.42077230716022	-0.0545836344431334	-1.04229522424586
"136"	984040081	0.396	0.6214	0.2777	"compatibletest1"	-0.629785633985413	1.56014736832308	1	1.57980633402555	1.66514954886096	1	5	5	9	9	2	17	1	1	1	1	2	1	0	727.416666666667	855.25	5	5	1.56014736832308	1.66514954886096	-0.629785633985413	1.57980633402555
"137"	987066570	-0.0964	-0.0311	0.1811	"incompatibletest1"	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	5	NA	8	8	1	10	2	1	1	2	1	1	2	761.5	735.633333333333	5	NA	-1.02787009188948	0.0696875305814321	-0.0545836344431334	-0.0110212485947447
"138"	991102038	-0.485	0.8311	0.015	"incompatibletest1"	-0.0110212485947447	0.814917449452257	1	-0.0545836344431334	-1.02787009188948	1	0	-1	3	7	2	22	2	1	2	1	2	1	2	790.716666666667	679.883333333333	0	-1	0.814917449452257	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"139"	6254768	-0.2381	-0.1809	-0.3411	NA	-1.86731440476675	0.442302490016844	2	-0.0545836344431334	-1.02787009188948	2	-5	NA	7	8	1	48	2	2	2	2	1	2	2	724.65625	646.21875	-5	NA	0.442302490016844	-1.02787009188948	-1.86731440476675	-0.0545836344431334
"210"	28222567	-0.0016	0.0123	-0.0176	NA	-0.0110212485947447	-1.42077230716022	1	-0.258882380501719	0.655267183579543	1	-4	NA	9	7	1	39	1	2	2	1	1	2	2	610.09375	620.90625	-4	NA	0.655267183579543	-1.42077230716022	-0.258882380501719	-0.0110212485947447
"310"	38067043	-0.1038	-0.2023	-0.043	NA	-0.836040429115636	0.0696875305814321	1	-0.0545836344431334	-0.691242636795675	1	-4	NA	9	8	1	35	1	2	1	1	1	2	2	663.890625	623.765625	-4	NA	0.0696875305814321	-0.691242636795675	-0.836040429115636	-0.0545836344431334
"410"	49356346	-0.0356	-0.1365	0.1955	NA	1.22650752218659	-1.42077230716022	2	1.37550758796696	1.32852209376715	2	2	-4	9	9	2	58	2	1	1	2	2	2	2	813.1875	804.171875	-4	2	1.32852209376715	-1.42077230716022	1.37550758796696	1.22650752218659
"510"	69776936	-0.2401	-0.0423	-0.3786	NA	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	-1.02787009188948	1	-4	NA	9	9	1	40	2	2	2	1	1	2	2	690.625	620.65625	-4	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"610"	83541368	-0.0691	0.0406	-0.1791	NA	1.84527190757726	0.442302490016844	1	1.78410508008413	1.32852209376715	1	-2	-4	9	9	2	56	2	2	2	1	2	2	2	643.78125	634.953125	-2	-4	0.442302490016844	1.32852209376715	1.84527190757726	1.78410508008413
"710"	85077602	-0.0138	0.0825	-0.0654	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	1.32852209376715	1	-4	NA	9	8	1	34	2	1	1	1	1	2	2	939.484375	920.96875	-4	NA	1.32852209376715	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"810"	96533103	0.1492	0.172	0.1234	NA	-0.0110212485947447	-1.42077230716022	2	-1.48467485685323	0.318639728485739	2	-4	NA	8	9	1	47	1	2	2	2	1	2	2	779.28125	809.703125	-4	NA	0.318639728485739	-1.42077230716022	-1.48467485685323	-0.0110212485947447
"910"	105782134	-0.0949	-0.4687	0.3374	NA	0.813997931926147	0.814917449452257	1	1.98840382614272	1.66514954886096	1	-3	5	9	9	2	54	2	1	2	1	2	2	2	651.5	643.34375	-3	5	0.814917449452257	1.66514954886096	0.813997931926147	1.98840382614272
"1010"	134000677	-0.09	0.1452	-0.2476	NA	-0.0110212485947447	-1.42077230716022	1	-2.09757109502899	1.66514954886096	1	-5	NA	9	4	1	37	1	1	2	1	1	2	2	1180.1875	1142.296875	-5	NA	1.66514954886096	-1.42077230716022	-2.09757109502899	-0.0110212485947447
"1110"	136051190	0.2315	0.1295	0.3518	NA	0.401488341665701	-1.42077230716022	1	0.149715111615452	0.655267183579543	1	-5	4	8	8	2	54	2	1	2	1	2	2	2	980.9375	964.4375	-5	4	-1.42077230716022	0.655267183579543	0.401488341665701	0.149715111615452
"1210"	163482149	0.1326	0.1412	0.1602	NA	-0.0110212485947447	-1.42077230716022	1	0.762611349791207	1.32852209376715	1	-5	NA	9	9	1	37	1	1	2	1	1	2	2	579.609375	627.859375	-5	NA	1.32852209376715	-1.42077230716022	0.762611349791207	-0.0110212485947447
"1310"	167019570	0.2413	-0.006	0.4367	NA	-0.217276043724968	0.0696875305814321	1	-1.48467485685323	0.991894638673348	1	-3	4	4	5	2	50	2	1	1	1	2	2	1	831.84375	870.953125	-3	4	0.991894638673348	0.0696875305814321	-1.48467485685323	-0.217276043724968
"141"	168055083	-0.0565	-0.1457	2e-04	NA	-0.423530838855191	1.18753240888767	2	0.762611349791207	-1.02787009188948	2	-5	NA	8	6	1	43	1	2	1	2	1	2	2	1015.359375	1023.328125	-5	NA	1.18753240888767	-1.02787009188948	-0.423530838855191	0.762611349791207
"151"	198761715	-0.4511	-0.4109	-0.6219	NA	-2.07356919989697	-0.30292742885398	1	0.966910095849792	1.66514954886096	1	-2	5	9	7	2	51	1	2	1	1	2	2	2	730.609375	649.265625	-2	5	-0.30292742885398	1.66514954886096	-2.07356919989697	0.966910095849792
"161"	207929825	-0.258	-0.0223	-0.5332	NA	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	-1.02787009188948	1	-4	NA	8	8	1	33	1	1	1	1	1	2	2	994.875	822.03125	-4	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"171"	210330162	0.0967	0.0248	0.1628	NA	0.607743136795924	0.814917449452257	1	0.354013857674037	-1.02787009188948	1	-5	0	6	7	2	50	2	1	1	1	2	2	2	618.96875	629.515625	-5	0	-1.02787009188948	0.814917449452257	0.354013857674037	0.607743136795924
"181"	222885360	-0.1637	-0.3491	-0.0123	NA	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	-4	NA	9	9	1	48	2	2	2	2	1	2	2	736.5625	714.25	-4	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"191"	226013361	-0.0517	-0.2218	0.071	NA	0.607743136795924	0.814917449452257	1	0.762611349791207	-1.02787009188948	1	4	4	7	8	2	49	1	1	1	1	2	2	2	774.546875	763.40625	4	4	0.814917449452257	-1.02787009188948	0.607743136795924	0.762611349791207
"201"	231255218	-0.0358	0.0987	-0.1699	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	0.991894638673348	1	5	2	9	9	2	50	2	1	1	1	2	2	2	639.65625	636.171875	5	2	0.991894638673348	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"211"	238462524	0.1485	0.3712	-0.0996	NA	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	0.655267183579543	2	-2	-4	2	7	2	60	2	2	1	2	2	2	0	666.796875	699.484375	-4	-2	0.655267183579543	0.0696875305814321	-0.0545836344431334	-0.0110212485947447
"221"	250280551	-0.0368	-0.1964	0.1489	NA	-0.836040429115636	-1.42077230716022	1	-0.871778618677474	-1.02787009188948	1	-5	NA	4	4	1	39	1	2	2	1	1	2	2	2484.265625	2611.71875	-5	NA	-1.02787009188948	-1.42077230716022	-0.871778618677474	-0.836040429115636
"231"	251739258	-0.0676	-0.2031	0.0949	NA	-2.07356919989697	1.56014736832308	2	-0.463181126560304	0.991894638673348	2	-2	-5	9	9	2	58	2	1	1	2	2	2	0	623.1875	613.140625	-5	-2	0.991894638673348	1.56014736832308	-0.463181126560304	-2.07356919989697
"241"	258893218	0.077	0.1334	0.0415	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	0.318639728485739	1	-3	NA	6	6	1	34	2	1	1	1	1	2	2	815.203125	824.78125	-3	NA	0.318639728485739	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"251"	265466423	0.0779	0.021	0.1099	NA	1.84527190757726	1.18753240888767	1	1.57980633402555	-0.35461518170187	1	-5	5	6	8	2	55	1	2	2	1	2	2	2	1238.109375	1256.28125	-5	5	-0.35461518170187	1.18753240888767	1.57980633402555	1.84527190757726
"261"	266820653	0.0037	-0.0598	0.0595	NA	-0.0110212485947447	-1.42077230716022	2	-0.0545836344431334	0.991894638673348	2	-5	NA	9	9	1	45	1	1	2	2	1	2	2	636.125	635.640625	-5	NA	0.991894638673348	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"271"	272530337	0.5216	0.5862	0.4571	NA	-0.0110212485947447	0.814917449452257	1	-0.0545836344431334	-1.02787009188948	1	-3	NA	8	9	1	33	1	1	1	1	1	2	2	515.84375	561.828125	-3	NA	0.814917449452257	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"281"	287268283	-0.3311	-0.2771	-0.5677	NA	0.813997931926147	0.814917449452257	2	-0.871778618677474	-0.0179877266080658	2	5	-4	7	7	2	59	1	2	1	2	2	2	2	863.0625	748.734375	-4	5	0.814917449452257	-0.0179877266080658	0.813997931926147	-0.871778618677474
