"subject"	"IAT1"	"IAT1_odd"	"IAT1_even"	"IAT1_block1"	"Liking_1"	"Expect_1"	"measureorder"	"Liking_2"	"Expect_2"	"measureorder2"	"USaversiveness"	"instructionclarity"	"instructionbelief"	"Group"	"Contingency"	"Cooccurrence"	"Csplus"	"presorder"	"measorder"	"memory1_response"	"lat_comp"	"lat_incomp"	"Expect1_CSplus"	"Expect1_CSmin"	"Liking1_CSplus"	"Liking1_CSmin"
"17"	32	-0.4316	0.3072	0.5287	"incompatibletest1"	-0.976354425996846	0.697699291289008	2	-1.61701584810593	-0.869532267355388	2	1	8	8	0	2	2	2	2	2	"4 times followed by the sound, 4 times not followed"	632.433333333333	542.416666666667	0.697699291289008	-0.869532267355388	-0.976354425996846	-1.61701584810593
"18"	34	-0.4535	0.6791	0.1233	"incompatibletest1"	0.126542963654764	-1.26328984103217	1	-0.0189247628516949	1.6833991136218	1	4	6	9	2	1	1	1	2	1	"8 times followed by the sound, twice not followed"	1138.41666666667	946.1	1.6833991136218	-1.26328984103217	-0.0189247628516949	0.126542963654764
"19"	41	0.276	-0.0585	0.4424	"compatibletest1"	0.567701919515408	1.08989711775324	1	-0.218686148508474	1.6833991136218	1	-3	9	9	9	1	1	2	1	1	"8 times followed by the sound, twice not followed"	681.533333333333	710.733333333333	1.6833991136218	1.08989711775324	-0.218686148508474	0.567701919515408
"20"	42	-0.2386	0.1084	0.3523	"incompatibletest1"	0.78828139744573	1.08989711775324	1	0.9798821654322	-0.869532267355388	1	4	8	9	10	1	1	2	2	1	"8 times followed by the sound, twice not followed"	716.15	661.75	1.08989711775324	-0.869532267355388	0.78828139744573	0.9798821654322
"21"	44	-0.7551	0.5476	0.976	"incompatibletest1"	1.22944035330637	1.87429277068171	1	0.780120779775421	2.04810359661854	1	5	9	9	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	878.866666666667	670.266666666667	1.87429277068171	2.04810359661854	1.22944035330637	0.780120779775421
"22"	45	0.6632	0.7564	0.5954	"compatibletest1"	1.00886087537605	-1.26328984103217	1	-0.618208919822032	0.953990147628317	1	4	9	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	716.9	885.8	0.953990147628317	-1.26328984103217	-0.618208919822032	1.00886087537605
"23"	46	-0.9839	1.1379	0.8109	"incompatibletest1"	-0.755774948066524	-1.26328984103217	1	-0.618208919822032	-0.869532267355388	1	3	9	9	14	1	2	2	2	1	"4 times followed by the sound, once not followed"	930.966666666667	712.7	-1.26328984103217	-0.869532267355388	-0.755774948066524	-0.618208919822032
"24"	48	-0.3305	0.3544	0.456	"incompatibletest1"	0.126542963654764	0.305501464824773	1	-0.0189247628516949	-0.869532267355388	1	4	8	9	16	2	2	2	2	1	"4 times followed by the sound, 4 times not followed"	1099.11666666667	933.766666666667	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"25"	50	-0.0167	-0.2592	0.2756	"incompatibletest1"	1.89117878709734	-1.26328984103217	2	1.37940493674576	0.589285664631576	2	3	9	8	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	667.1	679.966666666667	0.589285664631576	-1.26328984103217	1.37940493674576	1.89117878709734
"26"	52	-0.8402	1.0324	0.6203	"incompatibletest1"	-0.976354425996846	-1.26328984103217	2	-1.21749307679237	-0.869532267355388	2	5	5	6	20	2	1	1	2	2	"8 times followed by the sound, 8 times not followed"	906.7	725.466666666667	-0.869532267355388	-1.26328984103217	-1.21749307679237	-0.976354425996846
"27"	53	-0.0478	-0.0326	-0.204	"compatibletest1"	1.4500198312367	1.48209494421748	2	1.77892770805932	-0.869532267355388	2	3	7	8	21	1	2	1	1	2	"4 times followed by the sound, once not followed"	1161.26666666667	1126.36666666667	1.48209494421748	-0.869532267355388	1.4500198312367	1.77892770805932
"28"	55	0.56	0.3979	0.7023	"compatibletest1"	-2.07925181564846	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	5	9	9	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	640.833333333333	818.5	0.305501464824773	-0.869532267355388	-2.07925181564846	-0.0189247628516949
"29"	56	-0.6811	0.8837	0.3907	"incompatibletest1"	0.126542963654764	-1.26328984103217	2	1.9786890937161	-0.869532267355388	2	5	9	9	24	2	2	1	2	2	"4 times followed by the sound, 4 times not followed"	1400.16666666667	1054.8	-0.869532267355388	-1.26328984103217	1.9786890937161	0.126542963654764
"30"	60	-0.3065	0.3787	0.2041	"incompatibletest1"	2.33233774295798	0.305501464824773	2	-1.81677723376271	0.589285664631576	2	4	4	3	28	2	1	2	2	2	"8 times followed by the sound, 8 times not followed"	999.816666666667	824.616666666667	0.305501464824773	0.589285664631576	2.33233774295798	-1.81677723376271
"31"	62	-0.5011	0.2969	0.7812	"incompatibletest1"	-0.0940365142755583	1.08989711775324	2	1.37940493674576	-0.869532267355388	2	3	7	8	30	1	2	2	2	2	"4 times followed by the sound, once not followed"	704.083333333333	623.033333333333	1.08989711775324	-0.869532267355388	-0.0940365142755583	1.37940493674576
"32"	64	-0.7836	1.0576	0.4638	"incompatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	5	9	9	0	2	2	2	2	2	"4 times followed by the sound, 4 times not followed"	849.466666666667	640.383333333333	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"33"	66	0.4271	-0.5801	-0.1402	"incompatibletest1"	1.22944035330637	-1.26328984103217	1	1.37940493674576	1.31869463062506	1	3	9	7	2	1	1	1	2	1	"8 times followed by the sound, twice not followed"	627.866666666667	804.033333333333	1.31869463062506	-1.26328984103217	1.37940493674576	1.22944035330637
"34"	67	0.3126	0.6083	0.0039	"compatibletest1"	0.126542963654764	1.08989711775324	1	-0.418447534165253	1.31869463062506	1	2	7	7	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	731.433333333333	803	1.08989711775324	1.31869463062506	0.126542963654764	-0.418447534165253
"35"	69	0.4055	0.133	0.6344	"compatibletest1"	0.126542963654764	0.697699291289008	1	-0.0189247628516949	-0.140123301361906	1	2	8	7	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	547.016666666667	616.466666666667	0.697699291289008	-0.140123301361906	0.126542963654764	-0.0189247628516949
"36"	70	-0.8383	0.9293	0.8317	"incompatibletest1"	1.22944035330637	-1.26328984103217	1	-1.01773169113559	1.31869463062506	1	5	9	9	6	1	2	1	2	1	"4 times followed by the sound, once not followed"	1034.6	740.066666666667	1.31869463062506	-1.26328984103217	-1.01773169113559	1.22944035330637
"37"	74	-0.0434	0.079	-0.0791	"incompatibletest1"	0.126542963654764	1.08989711775324	1	-0.0189247628516949	-0.869532267355388	1	5	9	9	10	1	1	2	2	1	"8 times followed by the sound, twice not followed"	702.066666666667	693.483333333333	1.08989711775324	-0.869532267355388	0.126542963654764	-0.0189247628516949
"38"	76	-0.8914	0.9021	0.9483	"incompatibletest1"	0.126542963654764	-1.26328984103217	1	-0.418447534165253	0.953990147628317	1	3	6	7	12	2	1	2	2	1	"I don't remember"	827.666666666667	581.233333333333	-1.26328984103217	0.953990147628317	0.126542963654764	-0.418447534165253
"39"	77	0.1869	0.2148	0.2126	"compatibletest1"	0.126542963654764	-1.26328984103217	1	-0.0189247628516949	-0.869532267355388	1	5	9	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	709.916666666667	755.233333333333	-0.869532267355388	-1.26328984103217	-0.0189247628516949	0.126542963654764
"40"	78	-0.2941	0.3499	0.2315	"incompatibletest1"	0.567701919515408	1.48209494421748	1	-0.418447534165253	-0.869532267355388	1	2	9	9	14	1	2	2	2	1	"4 times followed by the sound, once not followed"	758.6	686.533333333333	1.48209494421748	-0.869532267355388	0.567701919515408	-0.418447534165253
"41"	81	-0.3711	-0.3792	-0.3648	"compatibletest1"	-1.85867233771813	1.48209494421748	2	-1.81677723376271	-0.504827784358647	2	4	7	8	17	1	1	1	1	2	"8 times followed by the sound, twice not followed"	897.4	808.216666666667	1.48209494421748	-0.504827784358647	-1.85867233771813	-1.81677723376271
"42"	85	0.9426	1.2043	0.9826	"compatibletest1"	-2.07925181564846	1.08989711775324	2	1.9786890937161	-0.869532267355388	2	5	9	7	21	1	2	1	1	2	"4 times followed by the sound, once not followed"	682.966666666667	905.733333333333	1.08989711775324	-0.869532267355388	-2.07925181564846	1.9786890937161
"43"	86	0.4273	-0.6285	-0.1718	"incompatibletest1"	-0.976354425996846	-0.478894188103698	2	-2.01653861941948	2.04810359661854	2	5	9	1	22	1	2	1	2	2	"4 times followed by the sound, once not followed"	806.516666666667	912.95	2.04810359661854	-0.478894188103698	-2.01653861941948	-0.976354425996846
"44"	87	0.2076	0.4318	-0.1128	"compatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	3	9	5	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	622.266666666667	659.7	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"45"	89	0.274	0.2412	0.3645	"compatibletest1"	-1.41751338185749	-0.0866963616394626	2	-1.01773169113559	-0.869532267355388	2	-2	2	3	25	1	1	2	1	2	"8 times followed by the sound, twice not followed"	1049.76666666667	1206.86666666667	-0.869532267355388	-0.0866963616394626	-1.01773169113559	-1.41751338185749
"46"	91	0.028	0.3277	-0.1844	"compatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	4	8	5	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	656.416666666667	663.15	-0.869532267355388	0.305501464824773	-0.0189247628516949	0.126542963654764
"47"	92	0.1229	0.0491	-0.2658	"incompatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	4	9	8	28	2	1	2	2	2	"8 times followed by the sound, 8 times not followed"	753.4	745.033333333333	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"48"	96	-0.6783	0.5847	0.7792	"incompatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	5	8	9	0	2	2	2	2	2	"4 times followed by the sound, 4 times not followed"	924.283333333333	738.033333333333	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"49"	97	0.0974	0.2146	-0.0602	"compatibletest1"	0.126542963654764	1.08989711775324	1	-0.0189247628516949	-0.869532267355388	1	4	8	9	1	1	1	1	1	1	"8 times followed by the sound, twice not followed"	799.3	873.866666666667	1.08989711775324	-0.869532267355388	0.126542963654764	-0.0189247628516949
"50"	99	-0.0854	0.1027	-0.2537	"compatibletest1"	0.126542963654764	0.305501464824773	1	1.9786890937161	-0.869532267355388	1	5	9	9	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	929.783333333333	960.65	0.305501464824773	-0.869532267355388	0.126542963654764	1.9786890937161
"51"	101	-0.0905	-0.304	0.1559	"compatibletest1"	0.126542963654764	1.08989711775324	1	-0.0189247628516949	-0.869532267355388	1	3	9	9	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	662.016666666667	644.5	1.08989711775324	-0.869532267355388	0.126542963654764	-0.0189247628516949
"52"	106	-0.0767	0.1537	0.0259	"incompatibletest1"	1.4500198312367	1.08989711775324	1	-0.0189247628516949	0.589285664631576	1	4	9	8	10	1	1	2	2	1	"Never followed by the sound"	842.033333333333	839.1	1.08989711775324	0.589285664631576	1.4500198312367	-0.0189247628516949
"53"	108	-0.3431	0.1042	0.6874	"incompatibletest1"	0.347122441585086	0.305501464824773	1	-0.0189247628516949	-0.869532267355388	1	1	7	6	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	1038.76666666667	870.1	0.305501464824773	-0.869532267355388	0.347122441585086	-0.0189247628516949
"54"	109	0.6457	0.8281	0.7728	"compatibletest1"	0.126542963654764	0.305501464824773	1	-0.0189247628516949	0.589285664631576	1	3	7	4	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	624.466666666667	830.35	0.589285664631576	0.305501464824773	-0.0189247628516949	0.126542963654764
"55"	114	-0.501	0.5838	0.5346	"incompatibletest1"	2.11175826502766	-1.26328984103217	2	1.9786890937161	1.31869463062506	2	5	4	9	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	1285.95	895.433333333333	1.31869463062506	-1.26328984103217	1.9786890937161	2.11175826502766
"56"	115	0.1104	0.2244	-0.063	"compatibletest1"	1.22944035330637	1.87429277068171	2	-0.0189247628516949	-0.869532267355388	2	5	9	9	19	2	1	1	1	2	"8 times followed by the sound, 8 times not followed"	631.366666666667	678.716666666667	1.87429277068171	-0.869532267355388	1.22944035330637	-0.0189247628516949
"57"	116	0.3897	-0.6114	-0.0698	"incompatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	0.589285664631576	2	5	7	9	20	2	1	1	2	2	"I don't remember"	970.883333333333	1156.91666666667	0.589285664631576	0.305501464824773	-0.0189247628516949	0.126542963654764
"58"	123	-0.3547	-0.4599	-0.2319	"compatibletest1"	0.78828139744573	0.305501464824773	2	-1.01773169113559	1.6833991136218	2	4	8	7	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	815.9	744.75	1.6833991136218	0.305501464824773	-1.01773169113559	0.78828139744573
"59"	131	0.9238	0.8209	1.2187	"compatibletest1"	0.126542963654764	0.305501464824773	1	0.380598008461863	-0.869532267355388	1	5	9	9	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	613.15	922.933333333333	0.305501464824773	-0.869532267355388	0.126542963654764	0.380598008461863
"60"	133	-0.0491	-0.2027	0.181	"compatibletest1"	0.126542963654764	0.305501464824773	1	-0.0189247628516949	0.589285664631576	1	4	5	7	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	841.95	830.65	0.305501464824773	0.589285664631576	0.126542963654764	-0.0189247628516949
"61"	134	0.4146	-0.0538	-0.7785	"incompatibletest1"	1.00886087537605	-1.26328984103217	1	0.780120779775421	1.31869463062506	1	3	7	9	6	1	2	1	2	1	"4 times followed by the sound, once not followed"	733.55	804.95	1.31869463062506	-1.26328984103217	0.780120779775421	1.00886087537605
"62"	139	0.7491	0.8627	0.8195	"compatibletest1"	2.33233774295798	-1.26328984103217	1	1.57916632240254	0.589285664631576	1	5	9	9	11	2	1	2	1	1	"8 times followed by the sound, 8 times not followed"	674.2	915.183333333333	0.589285664631576	-1.26328984103217	1.57916632240254	2.33233774295798
"63"	140	0.4939	-0.0912	-1.0039	"incompatibletest1"	0.126542963654764	1.48209494421748	1	-0.0189247628516949	-0.869532267355388	1	2	9	8	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	763.766666666667	910.633333333333	1.48209494421748	-0.869532267355388	0.126542963654764	-0.0189247628516949
"64"	141	-0.0972	-0.0471	-0.2051	"compatibletest1"	0.567701919515408	-0.871092014567933	1	-1.21749307679237	0.224581181634835	1	5	9	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	647.9	625.733333333333	0.224581181634835	-0.871092014567933	-1.21749307679237	0.567701919515408
"65"	144	-0.1617	-0.245	0.4309	"incompatibletest1"	-1.41751338185749	0.697699291289008	1	-1.61701584810593	1.6833991136218	1	5	4	7	16	2	2	2	2	1	"4 times followed by the sound, 4 times not followed"	673.55	651.366666666667	0.697699291289008	1.6833991136218	-1.41751338185749	-1.61701584810593
"66"	146	-0.3242	0.2401	0.3872	"incompatibletest1"	2.33233774295798	-1.26328984103217	2	-1.61701584810593	1.6833991136218	2	4	8	9	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	720.283333333333	647.3	1.6833991136218	-1.26328984103217	-1.61701584810593	2.33233774295798
"67"	147	-0.0196	0.07	-0.2372	"compatibletest1"	-2.07925181564846	0.697699291289008	2	-2.01653861941948	-0.869532267355388	2	5	8	2	19	2	1	1	1	2	"8 times followed by the sound, 8 times not followed"	1023.76666666667	987.483333333333	0.697699291289008	-0.869532267355388	-2.07925181564846	-2.01653861941948
"68"	149	0.2408	0.1395	0.3399	"compatibletest1"	0.126542963654764	1.48209494421748	2	0.180836622805084	-0.869532267355388	2	4	9	6	21	1	2	1	1	2	"4 times followed by the sound, once not followed"	771.166666666667	814.116666666667	1.48209494421748	-0.869532267355388	0.126542963654764	0.180836622805084
"69"	150	-0.2172	0.353	0.1966	"incompatibletest1"	-0.31461599220588	-1.26328984103217	2	0.780120779775421	1.6833991136218	2	5	4	9	22	1	2	1	2	2	"4 times followed by the sound, once not followed"	674.966666666667	635.1	1.6833991136218	-1.26328984103217	0.780120779775421	-0.31461599220588
"70"	151	-0.1098	0.1405	-0.4892	"compatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	5	9	9	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	757.833333333333	736.05	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"71"	155	0.3604	-0.0128	0.7014	"compatibletest1"	-2.07925181564846	1.48209494421748	2	-0.0189247628516949	-0.869532267355388	2	5	9	9	27	2	1	2	1	2	"I don't remember"	865.25	995.35	-0.869532267355388	1.48209494421748	-0.0189247628516949	-2.07925181564846
"72"	160	-0.2026	0.3649	0.1045	"incompatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	-0.869532267355388	2	5	6	9	0	2	2	2	2	2	"4 times followed by the sound, 4 times not followed"	976.15	892.616666666667	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"73"	161	0.1925	0.1378	0.245	"compatibletest1"	0.126542963654764	0.305501464824773	1	-0.0189247628516949	-0.869532267355388	1	4	8	8	1	1	1	1	1	1	"8 times followed by the sound, twice not followed"	719.966666666667	761.85	0.305501464824773	-0.869532267355388	0.126542963654764	-0.0189247628516949
"74"	162	-0.0439	0.3377	-0.3427	"incompatibletest1"	1.67059930916702	-0.871092014567933	1	-1.21749307679237	1.31869463062506	1	4	7	6	2	1	1	1	2	1	"8 times followed by the sound, twice not followed"	684.966666666667	688.25	1.31869463062506	-0.871092014567933	-1.21749307679237	1.67059930916702
"75"	163	0.0158	0.1497	-0.3683	"compatibletest1"	0.347122441585086	0.305501464824773	1	0.580359394118642	-0.869532267355388	1	4	2	4	3	2	1	1	1	1	"8 times followed by the sound, 8 times not followed"	1019.15	1035.38333333333	0.305501464824773	-0.869532267355388	0.347122441585086	0.580359394118642
"76"	165	0.7825	0.8184	0.7652	"compatibletest1"	-1.63809285978781	0.697699291289008	1	-1.81677723376271	-0.869532267355388	1	1	6	6	5	1	2	1	1	1	"4 times followed by the sound, once not followed"	816.833333333333	1069.26666666667	0.697699291289008	-0.869532267355388	-1.63809285978781	-1.81677723376271
"77"	168	-0.3428	0.1347	0.5348	"incompatibletest1"	0.126542963654764	-0.478894188103698	1	-0.0189247628516949	0.953990147628317	1	4	9	9	8	2	2	1	2	1	"4 times followed by the sound, 4 times not followed"	637.1	601.183333333333	0.953990147628317	-0.478894188103698	-0.0189247628516949	0.126542963654764
"78"	172	-0.6949	0.6645	0.7198	"incompatibletest1"	0.567701919515408	-0.478894188103698	1	-0.0189247628516949	-0.869532267355388	1	3	6	8	12	2	1	2	2	1	"8 times followed by the sound, 8 times not followed"	785.333333333333	576.15	-0.478894188103698	-0.869532267355388	0.567701919515408	-0.0189247628516949
"79"	173	0.2904	0.1128	0.629	"compatibletest1"	0.126542963654764	-1.26328984103217	1	-0.0189247628516949	-0.869532267355388	1	4	8	9	13	1	2	2	1	1	"4 times followed by the sound, once not followed"	732.7	807.35	-0.869532267355388	-1.26328984103217	-0.0189247628516949	0.126542963654764
"80"	174	-0.5016	0.4317	0.5527	"incompatibletest1"	1.22944035330637	1.08989711775324	1	0.9798821654322	-0.869532267355388	1	4	8	9	14	1	2	2	2	1	"4 times followed by the sound, once not followed"	792.633333333333	636.533333333333	1.08989711775324	-0.869532267355388	1.22944035330637	0.9798821654322
"81"	175	0.0141	-0.0758	0.3151	"compatibletest1"	2.33233774295798	-1.26328984103217	1	0.180836622805084	0.589285664631576	1	4	3	4	15	2	2	2	1	1	"4 times followed by the sound, 4 times not followed"	856.216666666667	859.8	0.589285664631576	-1.26328984103217	0.180836622805084	2.33233774295798
"82"	176	0.3333	-0.3406	-0.3863	"incompatibletest1"	0.126542963654764	0.305501464824773	1	0.380598008461863	-0.869532267355388	1	4	9	8	16	2	2	2	2	1	"4 times followed by the sound, 4 times not followed"	675.75	768.066666666667	0.305501464824773	-0.869532267355388	0.126542963654764	0.380598008461863
"83"	177	0.0792	0.4024	0.0524	"compatibletest1"	0.126542963654764	1.48209494421748	2	-0.0189247628516949	-0.504827784358647	2	4	9	9	17	1	1	1	1	2	"8 times followed by the sound, twice not followed"	1311.75	1135.78333333333	1.48209494421748	-0.504827784358647	0.126542963654764	-0.0189247628516949
"84"	178	-0.456	0.2032	0.7175	"incompatibletest1"	1.00886087537605	-0.871092014567933	2	-0.418447534165253	0.224581181634835	2	5	8	7	18	1	1	1	2	2	"8 times followed by the sound, twice not followed"	982.75	795.85	0.224581181634835	-0.871092014567933	-0.418447534165253	1.00886087537605
"85"	181	0.6459	0.4675	0.9111	"compatibletest1"	0.126542963654764	0.305501464824773	2	-0.218686148508474	-0.869532267355388	2	5	9	9	21	1	2	1	1	2	"4 times followed by the sound, once not followed"	658.466666666667	831.333333333333	0.305501464824773	-0.869532267355388	0.126542963654764	-0.218686148508474
"86"	183	0.5279	0.7168	0.3453	"compatibletest1"	0.126542963654764	0.305501464824773	2	-0.0189247628516949	0.589285664631576	2	0	3	6	23	2	2	1	1	2	"4 times followed by the sound, 4 times not followed"	728.3	905.3	0.305501464824773	0.589285664631576	0.126542963654764	-0.0189247628516949
"87"	186	-0.2389	0.1677	0.3544	"incompatibletest1"	-2.07925181564846	1.48209494421748	2	1.9786890937161	-0.869532267355388	2	5	9	9	26	1	1	2	2	2	"8 times followed by the sound, twice not followed"	672.233333333333	584.116666666667	1.48209494421748	-0.869532267355388	-2.07925181564846	1.9786890937161
"88"	187	0.0767	0.3047	-0.3842	"compatibletest1"	-0.976354425996846	-1.26328984103217	2	-0.0189247628516949	0.589285664631576	2	-3	9	9	27	2	1	2	1	2	"8 times followed by the sound, 8 times not followed"	1138.15	1220.16666666667	0.589285664631576	-1.26328984103217	-0.0189247628516949	-0.976354425996846
